S.no,Menu,Questions,Query,Table name,Result & Answer Format,Question with Facility Code
238,Workorder Preventive and Corrective action,"What is the target date for the preventive action related to the ""drain pipe"" in work order ?","SELECT
    wom.workorder_id,
    wpa.workorder_rca_preventive_action_activity_description AS preventive_action,
    wpa.workorder_rca_preventive_action_targetdate AS preventive_target_date
--    wca.workorder_rca_corrective_action_activity_description AS corrective_action
FROM 
    ai.workordermasterdetails wom
JOIN 
    ai.workorder_rca_preventive_action wpa 
    ON wom.workorder_id = wpa.workorder_rca_preventive_action_reference_workorder_id 
--LEFT JOIN     ai.workorder_rca_corrective_action wca     ON wom.workorder_id = wca.workorder_rca_corrective_action_reference_workorder_id 
WHERE 
    wpa.workorder_rca_preventive_action_targetdate < CURRENT_DATE
    and wpa.workorder_rca_preventive_action_activity_description ilike '%drain pipe%'
    AND workorder_facility_code IN ('1007-UTIL-60T-BOS');","workordermasterdetails, workorder_rca_preventive_action, workorder_rca_corrective_action","workorder_id	preventive_action	preventive_target_date
WO0930499	Periodic replacement of  bed drain pipes once in two years.	2024-09-30
WO0930499	Bed drain pipe metallurgy to be changed from ERW to Seamless pipe	2024-09-30
WO0930499	Visual inspection to be carried out in bed drain pipes (furnace & windbox sides) during available boiler shutdown for more than 24 hours	2024-06-24","#User Facility#
['1007-UTIL-60T-BOS']

User Query: What is the target date for the preventive action related to the ""drain pipe"" in work order ?"
239,Work Order,What is the creation time of Work Order WO099998?,"SELECT workorder_createdtime FROM ai.workordermasterdetails WHERE workorder_id = 'WO099998'
AND workorder_facility_code in ('MYS-PMG-ASRS');",workordermasterdetails,01-Aug-2025 11:35,"#User Facility#
['MYS-PMG-ASRS']

User Query: What is the creation time of Work Order WO099998?"
240,Work Order,During which shift was Work Order WO099997 created?,"SELECT workorder_createdshift FROM ai.workordermasterdetails WHERE workorder_id = 'WO099997'
AND workorder_facility_code in ('MYS-PMG-ASRS');",workordermasterdetails,Shift A,"#User Facility#
['MYS-PMG-ASRS']

User Query: During which shift was Work Order WO099997 created?"
241,Work Order,What is the last modified time of Work Order WO099994?,"SELECT workorder_modifiedtime FROM ai.workordermasterdetails WHERE workorder_id = 'WO099994'
AND workorder_facility_code in ('MYS-PMG-ASRS');",workordermasterdetails,01-Aug-2025 18:35,"#User Facility#
['MYS-PMG-ASRS']

User Query: What is the last modified time of Work Order WO099994?"
242,Work Order,During which shift did the OFF/Start time of Work Order WO099996 occur?,"SELECT workorder_start_shiftdate FROM ai.workordermasterdetails WHERE workorder_id = 'WO099996'
AND workorder_facility_code in ('MYS-PMG-ASRS');",workordermasterdetails,01-Aug-2025 11:31,"#User Facility#
['MYS-PMG-ASRS']

User Query: During which shift did the OFF/Start time of Work Order WO099996 occur?"
243,Work Order,During which shift did the ON/End time of Work Order WO099989 occur?,SELECT workorder_end_shiftdate FROM ai.workordermasterdetails WHERE workorder_id = 'WO099989' AND workorder_facility_code in ('MYS-PMG-ASRS');,workordermasterdetails,01-Aug-2025 18:20,"#User Facility#
['MYS-PMG-ASRS']

User Query: During which shift did the ON/End time of Work Order WO099989 occur?"
244,Work Order,What is the criticality of Work Order WO099998?,SELECT workorder_equipment_criticality FROM ai.workordermasterdetails WHERE workorder_id = 'WO099998' AND workorder_facility_code in ('MYS-PMG-ASRS');,workordermasterdetails,High,"#User Facility#
['MYS-PMG-ASRS']

User Query: What is the criticality of Work Order WO099998?"
245,Work Order,What is the category of Work Order WO099993?,SELECT workorder_category FROM ai.workordermasterdetails WHERE workorder_id = 'WO099993' AND workorder_facility_code in ('MYS-PMG-ASRS');,workordermasterdetails,Repair,"#User Facility#
['MYS-PMG-ASRS']

User Query: What is the category of Work Order WO099993?"
246,Work Order,What is the type of Work Order WO099996?,SELECT workorder_type FROM ai.workordermasterdetails WHERE workorder_id = 'WO099996' AND workorder_facility_code in ('MYS-PMG-ASRS');,workordermasterdetails,Consumable,"#User Facility#
['MYS-PMG-ASRS']

User Query: What is the type of Work Order WO099996?"
247,Work Order,What is the Issue Code of Work Order WO099995?,"SELECT workorder_issuecode,workorder_issuesummary FROM ai.workordermasterdetails WHERE workorder_id = 'WO099995' AND workorder_facility_code in ('MYS-PMG-ASRS');",workordermasterdetails,"workorder_issuecode	workorder_issuesummary
EQP-IC-954187	BEF Unit Up Down problem","#User Facility#
['MYS-PMG-ASRS']

User Query: What is the Issue Code of Work Order WO099995?"
248,Work Order,What is the Issue details of Work Order WO099993?,SELECT workorder_issuedetails FROM ai.workordermasterdetails WHERE workorder_id = 'WO099993' AND workorder_facility_code in ('MYS-PMG-ASRS');,workordermasterdetails,BEF apply time fold due to applicator height probleme,"#User Facility#
['MYS-PMG-ASRS']

User Query: What is the Issue details of Work Order WO099993?"
249,Work Order,What is the Failure Details of Work Order WO099992?,"select w.workorder_failurecode,w.workorder_failuredetails FROM ai.workordermasterdetails w WHERE workorder_id = 'WO099992' AND workorder_facility_code in ('MYS-PMG-ASRS');",workordermasterdetails,"workorder_failurecode	workorder_failuredetails
ALL-FC-00016 Cap Stript Material Validation","#User Facility#
['MYS-PMG-ASRS']

User Query: What is the Failure Details of Work Order WO099992?"
250,Work Order,What is the resolution of Work Order WO099994?,SELECT workorder_resolution FROM ai.workordermasterdetails WHERE workorder_id = 'WO099994' AND workorder_facility_code in ('MYS-PMG-ASRS');,workordermasterdetails,Correction,"#User Facility#
['MYS-PMG-ASRS']

User Query: What is the resolution of Work Order WO099994?"
251,Work Order,Who completed the Work Order WO099998?,SELECT workorder_completedby FROM ai.workordermasterdetails WHERE workorder_id = 'WO099998' AND workorder_facility_code in ('MYS-PMG-ASRS');,workordermasterdetails,Kathiresan.K,"#User Facility#
['MYS-PMG-ASRS']

User Query: Who completed the Work Order WO099998?"
252,Work Order,What is the final action of Work Order WO099995?,SELECT workorder_finalaction FROM ai.workordermasterdetails WHERE workorder_id = 'WO099995' AND workorder_facility_code in ('MYS-PMG-ASRS');,workordermasterdetails,BEF APPLICATOR HEIGHT ADJUSTED,"#User Facility#
['MYS-PMG-ASRS']

User Query: What is the final action of Work Order WO099995?"
253,Work Order,Who is the Equipment owner of Work Order WO099990?,SELECT workorder_equipment_owner FROM ai.workordermasterdetails WHERE workorder_id = 'WO099990' AND workorder_facility_code in ('MYS-PMG-ASRS');,workordermasterdetails,RAMNATHSV,"#User Facility#
['MYS-PMG-ASRS']

User Query: Who is the Equipment owner of Work Order WO099990?"
254,Work Order,Who is the WO owner of Work Order CHINP-WO0395658?,select w.workorder_owner from ai.workordermasterdetails w where w.workorder_id ='CHINP-WO0395658' and w.workorder_facility_code in ('1011- CBU-STC-001');,workordermasterdetails,KRISHNA BONTADA,"#User Facility#
['1011- CBU-STC-001']

User Query: Who is the WO owner of Work Order CHINP-WO0395658?"
255,Work Order,What is the expected closure date of Work Order CHINP-WO0395658?,select w.workorder_expected_closuredate from ai.workordermasterdetails w where w.workorder_id ='CHINP-WO0395658' and w.workorder_facility_code in ('1011- CBU-STC-001');,workordermasterdetails,CHINP-WO0395658 - WO does not have expected closure date,"#User Facility#
['1011- CBU-STC-001']

User Query: What is the expected closure date of Work Order CHINP-WO0395658?"
256,Work Order,how many unscheduled orders created today,SELECT count(workorder_id) FROM ai.workordermasterdetails WHERE workorder_facility_code in ('SRP-WPB') and workorder_pm_scheduleid ='' and workorder_start_shiftdate = CURRENT_DATE,workordermasterdetails,10,"#User Facility#
['SRP-WPB']

User Query: how many unscheduled orders created today"
257,Workorder Vendor,List work order with vendor cost.,"SELECT 
    workorder_vendor_name, 
    workorder_vendor_cost, 
    workorder_vendor_contact_phonenumber
FROM 
    ai.workorder_vendor v
LEFT JOIN 
    ai.workordermasterdetails m
    ON v.workorder_vendor_workorder_id = m.workorder_id
WHERE 
    m.workorder_facility_code IN ('MYS-WPB-PKG','MYS-WPB-MIX') 
    workorder_vendor_cost IS NOT NULL
    AND CAST(NULLIF(REPLACE(workorder_vendor_cost, ',', ''), '') AS NUMERIC) > 0;
","workordermasterdetails, workorder_vendor","Vendor Name: ""Vendor P"", Cost: 1500
 Vendor Name: ""Vendor Q"", Cost: 2000","#User Facility#
['MYS-WPB-PKG','MYS-WPB-MIX']

User Query: List work order with vendor cost."
258,Workorder Assignee,List down the assignees of a Work Order 'KAL-WO021816'.,"SELECT workorder_assignee_name
     from ai.workorder_assignee wa 
    join ai.workordermasterdetails w on wa.workorder_assignee_workorder_id = w.workorder_id
    where workorder_assignee_workorder_id ='KAL-WO021816'
    and w.workorder_facility_code in ('1004-DIVB-BCT');","workordermasterdetails, workorder_assignee","Electrical Technician
Shift Engineer Electrical
Section Incharge -2 Electrical","#User Facility#
['1004-DIVB-BCT']

User Query: List down the assignees of a Work Order 'KAL-WO021816'."
259,Workorder Vendor,Retrieve all records where the workorder_vendor_name is 'NILKAMAL LIMITED'.,"SELECT 
workorder_vendor.workorder_vendor_workorder_id
FROM ai.workorder_vendor
JOin ai.workordermasterdetails
ON workorder_vendor.workorder_vendor_workorder_id = workordermasterdetails.workorder_id
WHERE workorder_vendor.workorder_vendor_name = 'PERFECT CALIBRATION CENTRE P LTD'
AND workordermasterdetails.workorder_facility_code in ('SRP-QA LAB');","workordermasterdetails, workorder_vendor","SRIP-WO0113373
SRIP-WO0115534
SRIP-WO0113782
SRIP-WO0113369
SRIP-WO0113373","#User Facility#
['SRP-QA LAB']

User Query: Retrieve all records where the workorder_vendor_name is 'NILKAMAL LIMITED'."
260,Workorder RCA,List the wo with KaizenIdea.,"SELECT 
workorder_id ,workorder_has_kaizenidea,workorder_kaizenidea
FROM ai.workordermasterdetails
WHERE coalesce(workorder_kaizenidea,'')!=''
AND workorder_facility_code in ('1007-MIXR-B14');",workordermasterdetails,"WO0780705        true        Drive position change center to end 
WO0778434        true        3  Sprocket shaft mec3  Sprocket shaft mechanism to be modified with 2 sprocekt shaft drive mechanism 
WO0666875        true        gap to be eliminated between belt and frame 
WO0759411        true        Compound sticky with belt to be studied along with technology team
WO0991975        true        Cylinder clevis need to be strengthened, ","#User Facility#
['1007-MIXR-B14']

User Query: List the wo with KaizenIdea."
261,Workorder RCA,List the wo with OPL/One Point Lesson.,"SELECT 
workorder_id,w.workorder_has_onepointlesson,w.workorder_onepointlesson
FROM ai.workordermasterdetails w
WHERE coalesce(workorder_onepointlesson,'')!=''
AND w.workorder_facility_code in ('1007-MIXR-B14');",workordermasterdetails,"WO0778434        true        Alignment OPL to be prepared 
WO0762688        true        Training to be given to the PM team for fixing of dust stop cylinders and Gland ring servicing works
WO0749160        true        Training to be given for fixing the latch close sensor position
WO0744337        true        Instructed production team to not to use damaged skid ,  opl to be published for not using the damaged skids in the machine
WO0729180        true        One point lesson raised 
WO0978734        true        when compound passing from auto pick up operator verify to single loop passing
WO0866127        true        Instructions given  to supplier about the defective rotary joint,  ","#User Facility#
['1007-MIXR-B14']

User Query: List the wo with OPL/One Point Lesson."
262,Workorder RCA,List the wo with JH/Jishu Hozen.,"SELECT 
workorder_id,w.workorder_has_jishuhozen,w.workorder_jishuhozen  
FROM ai.workordermasterdetails w
WHERE coalesce(workorder_jishuhozen,'')!=''
AND w.workorder_facility_code in ('1007-ATMN-TTB-RO2');",workordermasterdetails,"WO0770325	false	Inspection and Cleaning of FR Units
WO0760686	true	Inspection and Cleaning of FR Units
WO0804982	true	Current and temperature to be monitored.
WO0791501	true	During CLIT cables condition to be checked. 
WO0790772	true	Troubleshooting  technique to be developed. ","#User Facility#
['1007-ATMN-TTB-RO2']

User Query: List the wo with JH/Jishu Hozen."
263,Workorder RCA,List the wo with Horizontal Deployment.,"SELECT 
workorder_id,w.workorder_has_horizontaldeployment,w.workorder_horizontaldeployment  
FROM ai.workordermasterdetails w
WHERE coalesce(workorder_horizontaldeployment,'')!=''
AND w.workorder_facility_code in ('1007-ATMN-TTB-RO2');",workordermasterdetails,"WO0779595        false        X Drag chain assembly  to be planned to  replace
WO0775385        true        X Drag chain assembly  to be planned to  replace
WO0773658        false        To be planned to replace Z axis gearbox on R 12 Buffer robot
WO0770325        false        All GT robots with FR units 
WO0760686        true        All GT robots with FR units 
WO0677284        true        To be planned to replace Z axis gearbox on R 12 Buffer robot
WO0809993        true        To ensure basic operation's to be maintained in other EMS
WO0576653        true        Match marking to be done  for guide assy mounting plate ","#User Facility#
['1007-ATMN-TTB-RO2']

User Query: List the wo with Horizontal Deployment."
264,Workorder RCA,List the wo with PM Calendar.,"SELECT 
workorder_id,w.workorder_has_pmcalendar,w.workorder_pmcalendar  
FROM ai.workordermasterdetails w
WHERE coalesce(workorder_pmcalendar,'')!=''
AND w.workorder_facility_code in ('1007-ATMN-TTB-RO2');",workordermasterdetails,"WO0899102        true        ""Based on analysis report counter action will be planned        ""","#User Facility#
['1007-ATMN-TTB-RO2']

User Query: List the wo with PM Calendar."
265,Workorder RCA,List the WO with RCA Due to reason.,"SELECT 
workorder_id,w.workorder_rca_rootcause_dueto 
FROM ai.workordermasterdetails w
WHERE coalesce(workorder_rca_rootcause_dueto,'')!=''
AND w.workorder_facility_code in ('1007-TBCU-CUR-TR5');",workordermasterdetails,"WO0782310        Deterioration
WO0760806        Poor Basic Condition
WO0983802        Poor Operating Condition,Weak Design
WO0838913        Deterioration,Weak Design
WO0633022        Poor Operating Condition,Deterioration
WO0631329        Deterioration
WO0631065        Deterioration
WO0631027        Deterioration
WO0618157        Deterioration
WO0600142        Poor Operating Condition,Deterioration
WO0582841        Poor Operating Condition,Deterioration","#User Facility#
['1007-TBCU-CUR-TR5']

User Query: List the WO with RCA Due to reason."
266,Workorder Checklist,List of work orders with consolidated effort.,"SELECT 
workorder_id 
FROM ai.workordermasterdetails w
WHERE workorder_has_consolidatedeffort = 't'
AND w.workorder_facility_code in ('1007-TBCU-CUR-TR5');",workordermasterdetails,"WO0781698
WO0781699
WO0657153
WO0781696
WO0781697","#User Facility#
['1007-TBCU-CUR-TR5']

User Query: List of work orders with consolidated effort."
